Time,Load,pv,PV,wind
2025-01-16 14:30:00+00:00,5.794,2373.159900468833,2373.159900488474,10078664.214784598
2025-01-16 14:45:00+00:00,5.486,2500.0,2500.0,15089571.128441384
2025-01-16 15:00:00+00:00,5.086,2018.1236282020184,2018.1236282248349,22566420.2168117
2025-01-16 15:15:00+00:00,4.887,1574.4576349131903,1574.4576349123838,32427684.151192386
2025-01-16 15:30:00+00:00,4.723,1394.402970184522,1394.4029701841907,45055448.454149365
2025-01-16 15:45:00+00:00,4.632,1042.8433758593435,1042.84337585842,50165059.150966644
2025-01-16 16:00:00+00:00,4.614,552.1132062997314,552.1132062990223,34068615.73812432
2025-01-16 16:15:00+00:00,4.85,100.26375228692515,100.26375228992656,16591390.114864754
2025-01-16 16:30:00+00:00,5.431,-0.75,-0.75,8015686.929817703
2025-01-16 16:45:00+00:00,6.267,-0.75,-0.75,3251294.072900435
2025-01-16 17:00:00+00:00,7.011,-0.75,-0.75,2142040.694997277
2025-01-16 17:15:00+00:00,8.011,-0.75,-0.75,4551244.0548146125
2025-01-16 17:30:00+00:00,8.719,-0.75,-0.75,6142046.591264076
2025-01-16 17:45:00+00:00,9.21,-0.75,-0.75,6672749.881683294
2025-01-16 18:00:00+00:00,9.428,-0.75,-0.75,6333628.230697973
2025-01-16 18:15:00+00:00,9.41,-0.75,-0.75,6188716.879611015
2025-01-16 18:30:00+00:00,9.464,-0.75,-0.75,9035118.764167929
2025-01-16 18:45:00+00:00,9.519,-0.75,-0.75,16463602.301995572
2025-01-16 19:00:00+00:00,9.391,-0.75,-0.75,20336642.73265884
2025-01-16 19:15:00+00:00,9.282,-0.75,-0.75,18010792.205691706
2025-01-16 19:30:00+00:00,9.101,29.762130203922705,29.76213020502129,17511712.11569126
2025-01-16 19:45:00+00:00,8.937,537.06866666434,537.068666661824,20438436.641326502
2025-01-16 20:00:00+00:00,8.756,1444.4911360152323,1444.4911360123194,23995151.98059888
2025-01-16 20:15:00+00:00,8.519,2500.0,2500.0,25940087.372604307
2025-01-16 20:30:00+00:00,8.21,2500.0,2500.0,26768390.091356874
2025-01-16 20:45:00+00:00,7.884,2500.0,2500.0,22962098.82372673
2025-01-16 21:00:00+00:00,7.72,2500.0,2500.0,18701481.189619217
2025-01-16 21:15:00+00:00,7.321,2500.0,2500.0,16997126.826898057
2025-01-16 21:30:00+00:00,7.084,2500.0,2500.0,14770101.596268462
2025-01-16 21:45:00+00:00,6.703,2237.813418624933,2237.813418611894,10620799.549384605
2025-01-16 22:00:00+00:00,6.412,1164.3712786446924,1164.3712786449098,5704438.281064309
2025-01-16 22:15:00+00:00,6.303,193.262261799098,193.26226179985588,1496025.4325446575
2025-01-16 22:30:00+00:00,6.067,-0.75,-0.75,115433.47580062528
2025-01-16 22:45:00+00:00,5.867,-0.75,-0.75,218823.63486558787
2025-01-16 23:00:00+00:00,5.685,-0.75,-0.75,1560701.5961736003
2025-01-16 23:15:00+00:00,5.523,-0.75,-0.75,4006764.3408553666
2025-01-16 23:30:00+00:00,5.323,-0.75,-0.75,5856465.30195132
2025-01-16 23:45:00+00:00,5.377,-0.75,-0.75,8553611.950466424
2025-01-17 00:00:00+00:00,5.358,-0.75,-0.75,13789215.664587025
2025-01-17 00:15:00+00:00,5.232,-0.75,-0.75,22393835.62039038
2025-01-17 00:30:00+00:00,5.232,-0.75,-0.75,34051391.72650543
2025-01-17 00:45:00+00:00,5.159,-0.75,-0.75,45543910.65865393
2025-01-17 01:00:00+00:00,5.158,-0.75,-0.75,49220896.24739099
2025-01-17 01:15:00+00:00,5.141,-0.75,-0.75,54040921.57795086
2025-01-17 01:30:00+00:00,5.105,44.70150260207,44.70150260375512,58941174.413540475
2025-01-17 01:45:00+00:00,5.086,600.6917699067616,600.691769903256,60468435.590337396
2025-01-17 02:00:00+00:00,5.032,1329.9608756172229,1329.960875616261,61228703.46319535
2025-01-17 02:15:00+00:00,5.068,2075.434167031669,2075.434167048554,61590364.64716306
2025-01-17 02:30:00+00:00,5.068,2464.744169734092,2464.744169716669,62323289.401576005
2025-01-17 02:45:00+00:00,5.032,2500.0,2500.0,62141662.19905478
2025-01-17 03:00:00+00:00,5.014,2500.0,2500.0,62033667.646204315
2025-01-17 03:15:00+00:00,5.065,2500.0,2500.0,60771535.13480088
2025-01-17 03:30:00+00:00,5.064,2384.84820459862,2384.8482045925,59212226.53138555
2025-01-17 03:45:00+00:00,5.05,1607.6628755396146,1607.662875549292,49319970.197557144
2025-01-17 04:00:00+00:00,5.067,792.2228138664861,792.2228138655094,34317158.22578494
2025-01-17 04:15:00+00:00,5.088,147.27386349940767,147.27386349899237,29549207.32944294
2025-01-17 04:30:00+00:00,5.105,-0.75,-0.75,40667775.02766651
2025-01-17 04:45:00+00:00,5.191,-0.75,-0.75,37992245.58490818
2025-01-17 05:00:00+00:00,5.268,-0.75,-0.75,33975778.315498486
2025-01-17 05:15:00+00:00,5.486,-0.75,-0.75,25904304.488466054
2025-01-17 05:30:00+00:00,5.791,-0.75,-0.75,21769895.799495984
2025-01-17 05:45:00+00:00,6.231,-0.75,-0.75,14519208.748688998
2025-01-17 06:00:00+00:00,6.73,-0.75,-0.75,9143438.65946008
2025-01-17 06:15:00+00:00,7.418,-0.75,-0.75,4793722.2550510885
2025-01-17 06:30:00+00:00,7.488,-0.75,-0.75,4349116.690131147
2025-01-17 06:45:00+00:00,7.011,-0.75,-0.75,2680291.0580876884
2025-01-17 07:00:00+00:00,6.412,-0.75,-0.75,2466541.073897224
2025-01-17 07:15:00+00:00,6.326,-0.75,-0.75,1712359.0184779547
2025-01-17 07:30:00+00:00,5.867,37.817786821002365,37.81778682349538,1675958.9405900284
2025-01-17 07:45:00+00:00,5.258,690.2831478901918,690.2831478876342,1002602.2835833211
2025-01-17 08:00:00+00:00,4.705,1843.812873555593,1843.8128735455496,509837.6645098038
2025-01-17 08:15:00+00:00,4.527,2500.0,2500.0,915046.891187281
2025-01-17 08:30:00+00:00,4.596,2500.0,2500.0,1204250.6757206065
2025-01-17 08:45:00+00:00,4.398,2500.0,2500.0,1226814.130941357
2025-01-17 09:00:00+00:00,4.626,2500.0,2500.0,1783838.6666963622
2025-01-17 09:15:00+00:00,4.983,2500.0,2500.0,2067604.2581176264
2025-01-17 09:30:00+00:00,5.341,2500.0,2500.0,2189406.7269492336
2025-01-17 09:45:00+00:00,5.678,2277.649167883107,2277.649167932918,2271393.022255164
2025-01-17 10:00:00+00:00,6.045,1302.1541905443785,1302.1541905453414,1169716.532424727
2025-01-17 10:15:00+00:00,6.321,279.573124762487,279.57312476223535,725783.7101816768
2025-01-17 10:30:00+00:00,6.657,-0.75,-0.75,784991.2501216215
2025-01-17 10:45:00+00:00,6.809,-0.75,-0.75,779465.2130605604
2025-01-17 11:00:00+00:00,6.926,-0.75,-0.75,753399.542143969
2025-01-17 11:15:00+00:00,7.144,-0.75,-0.75,659815.7456813164
2025-01-17 11:30:00+00:00,7.276,-0.75,-0.75,520085.95142304554
2025-01-17 11:45:00+00:00,7.431,-0.75,-0.75,443683.10655023844
2025-01-17 12:00:00+00:00,7.321,-0.75,-0.75,503364.30680970283
2025-01-17 12:15:00+00:00,7.166,-0.75,-0.75,523214.9802004773
2025-01-17 12:30:00+00:00,7.139,-0.75,-0.75,549926.5515527778
2025-01-17 12:45:00+00:00,7.093,-0.75,-0.75,471141.0517393571
2025-01-17 13:00:00+00:00,6.922,-0.75,-0.75,248635.5283092891
2025-01-17 13:15:00+00:00,6.622,-0.75,-0.75,145008.53908456632
2025-01-17 13:30:00+00:00,6.165,28.02123059277396,28.021230591871024,135181.28356645347
2025-01-17 13:45:00+00:00,5.854,720.6022446592306,720.6022446564273,117244.38924444503
2025-01-17 14:00:00+00:00,5.503,1893.4464742954367,1893.4464742798448,118344.81220898539
2025-01-17 14:15:00+00:00,5.061,2500.0,2500.0,552926.4002430681
2025-01-17 14:30:00+00:00,4.661,2500.0,2500.0,1375658.298014625
2025-01-17 14:45:00+00:00,4.251,2500.0,2500.0,3218080.437162001
2025-01-17 15:00:00+00:00,4.299,2500.0,2500.0,4579932.799167331
2025-01-17 15:15:00+00:00,4.342,2500.0,2500.0,5469843.65447923
2025-01-17 15:30:00+00:00,4.497,2500.0,2500.0,5627748.3693311885
2025-01-17 15:45:00+00:00,4.925,2500.0,2500.0,4882587.389997313
2025-01-17 16:00:00+00:00,5.155,1617.0777480190832,1617.077748024766,2207491.939149071
2025-01-17 16:15:00+00:00,5.49,317.22191030296545,317.2219103034396,982622.4301054054
2025-01-17 16:30:00+00:00,5.922,-0.75,-0.75,1061852.8835523135
2025-01-17 16:45:00+00:00,6.496,-0.75,-0.75,3123664.146804437
2025-01-17 17:00:00+00:00,7.151,-0.75,-0.75,7484804.616142041
2025-01-17 17:15:00+00:00,7.597,-0.75,-0.75,8603752.962068092
2025-01-17 17:30:00+00:00,8.484,-0.75,-0.75,5066708.485867528
2025-01-17 17:45:00+00:00,9.231,-0.75,-0.75,3245509.675665089
2025-01-17 18:00:00+00:00,9.464,-0.75,-0.75,3004561.7834993843
2025-01-17 18:15:00+00:00,9.534,-0.75,-0.75,3084712.7621954624
2025-01-17 18:30:00+00:00,9.573,-0.75,-0.75,3259924.0203886526
2025-01-17 18:45:00+00:00,9.569,-0.75,-0.75,2982428.928569104
2025-01-17 19:00:00+00:00,9.567,-0.75,-0.75,2442255.217514584
2025-01-17 19:15:00+00:00,9.358,-0.75,-0.75,1954959.2221300653
2025-01-17 19:30:00+00:00,9.246,48.0499058892586,48.0499058888372,1371381.0017959333
2025-01-17 19:45:00+00:00,9.08,695.4217414300603,695.4217414263325,1406604.10555657
2025-01-17 20:00:00+00:00,8.883,1808.1747891659093,1808.1747891660311,1734491.8734082326
2025-01-17 20:15:00+00:00,8.665,2500.0,2500.0,3032837.8692404
2025-01-17 20:30:00+00:00,8.372,2500.0,2500.0,4734525.480118405
2025-01-17 20:45:00+00:00,8.042,2500.0,2500.0,5583525.71949968
2025-01-17 21:00:00+00:00,7.756,2500.0,2500.0,6523398.563156802
2025-01-17 21:15:00+00:00,7.266,2500.0,2500.0,7153414.632594535
2025-01-17 21:30:00+00:00,6.988,2085.717753465387,2085.7177534483885,6790332.467668269
2025-01-17 21:45:00+00:00,6.897,1439.6380430128602,1439.6380430148197,6927282.497829161
2025-01-17 22:00:00+00:00,6.554,736.2135424793721,736.2135424780337,5848768.321759128
2025-01-17 22:15:00+00:00,6.285,152.41406859856113,152.41406859902295,2917121.2178474693
2025-01-17 22:30:00+00:00,6.049,-0.75,-0.75,2982457.6352551356
2025-01-17 22:45:00+00:00,5.884,-0.75,-0.75,2931101.373944804
2025-01-17 23:00:00+00:00,5.667,-0.75,-0.75,2841938.4071310004
2025-01-17 23:15:00+00:00,5.522,-0.75,-0.75,2660971.458388496
2025-01-17 23:30:00+00:00,5.432,-0.75,-0.75,2198592.866479309
2025-01-17 23:45:00+00:00,5.322,-0.75,-0.75,1565753.972915143
2025-01-18 00:00:00+00:00,5.232,-0.75,-0.75,1089899.315805078
2025-01-18 00:15:00+00:00,5.141,-0.75,-0.75,915621.0249079105
2025-01-18 00:30:00+00:00,5.104,-0.75,-0.75,958494.4604959392
2025-01-18 00:45:00+00:00,5.141,-0.75,-0.75,1404594.6375343665
2025-01-18 01:00:00+00:00,5.05,-0.75,-0.75,1979187.6651406423
2025-01-18 01:15:00+00:00,5.05,-0.75,-0.75,2726393.9958542585
2025-01-18 01:30:00+00:00,5.014,51.23929405783464,51.23929405856068,3711340.246569563
2025-01-18 01:45:00+00:00,5.032,774.1850968780903,774.1850968775354,4414704.29104159
2025-01-18 02:00:00+00:00,5.014,1967.2361800106703,1967.2361800099864,5929096.805946741
2025-01-18 02:15:00+00:00,5.014,2500.0,2500.0,13543734.027324505
2025-01-18 02:30:00+00:00,4.995,2500.0,2500.0,18152628.35303754
2025-01-18 02:45:00+00:00,4.978,2500.0,2500.0,23316310.622669257
2025-01-18 03:00:00+00:00,5.014,2500.0,2500.0,23032501.97121896
2025-01-18 03:15:00+00:00,4.977,2500.0,2500.0,29000105.83903265
2025-01-18 03:30:00+00:00,4.996,2500.0,2500.0,29388851.781271055
2025-01-18 03:45:00+00:00,5.032,2500.0,2500.0,29384890.258598696
2025-01-18 04:00:00+00:00,5.014,1699.6580780129218,1699.6580780006325,23998510.662864566
2025-01-18 04:15:00+00:00,5.086,425.584900803137,425.5849008028272,19181643.57352492
2025-01-18 04:30:00+00:00,5.123,-0.75,-0.75,13213233.95104397
2025-01-18 04:45:00+00:00,5.123,-0.75,-0.75,13166926.478139423
2025-01-18 05:00:00+00:00,5.214,-0.75,-0.75,12574919.257119296
2025-01-18 05:15:00+00:00,5.485,-0.75,-0.75,11376023.986707471
2025-01-18 05:30:00+00:00,5.758,-0.75,-0.75,10954256.414326377
2025-01-18 05:45:00+00:00,6.267,-0.75,-0.75,7724945.613690788
2025-01-18 06:00:00+00:00,6.848,-0.75,-0.75,7814433.922946282
2025-01-18 06:15:00+00:00,7.539,-0.75,-0.75,8162818.264624425
2025-01-18 06:30:00+00:00,7.666,-0.75,-0.75,5996550.341449231
2025-01-18 06:45:00+00:00,7.375,-0.75,-0.75,5617532.377439732
2025-01-18 07:00:00+00:00,6.939,-0.75,-0.75,5784253.63323911
2025-01-18 07:15:00+00:00,6.921,-0.75,-0.75,5752439.448444712
2025-01-18 07:30:00+00:00,6.975,46.78963016129416,46.78963016095891,5347531.6419705665
2025-01-18 07:45:00+00:00,7.03,741.0447210342328,741.0447210331996,4411205.663681501
2025-01-18 08:00:00+00:00,7.103,1909.0050545196768,1909.005054515363,4674628.979713703
2025-01-18 08:15:00+00:00,6.793,2500.0,2500.0,6153102.253721952
2025-01-18 08:30:00+00:00,6.812,2500.0,2500.0,5988293.580879424
2025-01-18 08:45:00+00:00,6.067,2500.0,2500.0,7319530.655763419
2025-01-18 09:00:00+00:00,4.886,2500.0,2500.0,9014067.194411505
2025-01-18 09:15:00+00:00,6.321,2500.0,2500.0,8469788.42725448
2025-01-18 09:30:00+00:00,6.703,2500.0,2500.0,8502169.569097996
2025-01-18 09:45:00+00:00,6.576,2500.0,2500.0,8504619.20630602
2025-01-18 10:00:00+00:00,7.647,1681.4632203299695,1681.4632203419142,4869385.902758584
2025-01-18 10:15:00+00:00,7.756,431.7424769487429,431.7424769513402,4992211.04728006
2025-01-18 10:30:00+00:00,7.429,-0.75,-0.75,3186312.9007324055
2025-01-18 10:45:00+00:00,7.048,-0.75,-0.75,2245212.524594447
2025-01-18 11:00:00+00:00,6.885,-0.75,-0.75,1911583.4195364858
2025-01-18 11:15:00+00:00,6.339,-0.75,-0.75,2291430.2891051434
2025-01-18 11:30:00+00:00,5.994,-0.75,-0.75,2460225.6029702965
2025-01-18 11:45:00+00:00,4.977,-0.75,-0.75,2332911.450420645
2025-01-18 12:00:00+00:00,6.721,-0.75,-0.75,2480262.8698202753
2025-01-18 12:15:00+00:00,9.555,-0.75,-0.75,3001231.8079197314
2025-01-18 12:30:00+00:00,7.048,-0.75,-0.75,3872696.940416808
2025-01-18 12:45:00+00:00,5.74,-0.75,-0.75,4332509.87226193
2025-01-18 13:00:00+00:00,7.048,-0.75,-0.75,4799926.487569645
2025-01-18 13:15:00+00:00,4.85,-0.75,-0.75,5098989.154309939
2025-01-18 13:30:00+00:00,6.503,68.17467679118805,68.17467678778233,5613287.376242828
2025-01-18 13:45:00+00:00,6.303,736.2153610186624,736.215361017329,6946267.186191317
2025-01-18 14:00:00+00:00,6.158,1839.3782937165813,1839.3782937197568,9687717.4266171
2025-01-18 14:15:00+00:00,5.867,2500.0,2500.0,11374046.813707052
2025-01-18 14:30:00+00:00,5.631,2500.0,2500.0,10450013.905287938
2025-01-18 14:45:00+00:00,5.304,2500.0,2500.0,29044199.308777
2025-01-18 15:00:00+00:00,4.923,2500.0,2500.0,50122035.005276956
2025-01-18 15:15:00+00:00,4.342,2500.0,2500.0,38696953.38153219
2025-01-18 15:30:00+00:00,4.614,2500.0,2500.0,32839510.269000106
2025-01-18 15:45:00+00:00,4.342,2500.0,2500.0,29508730.902138524
2025-01-18 16:00:00+00:00,4.541,1743.5326198376647,1743.532619826278,27319731.265493408
2025-01-18 16:15:00+00:00,5.885,423.76937281175145,423.7693728120683,26505121.0737621
2025-01-18 16:30:00+00:00,6.158,-0.75,-0.75,25796051.5754413
2025-01-18 16:45:00+00:00,6.43,-0.75,-0.75,22820259.08804515
2025-01-18 17:00:00+00:00,6.957,-0.75,-0.75,23182092.51212904
2025-01-18 17:15:00+00:00,7.557,-0.75,-0.75,21889258.200014923
2025-01-18 17:30:00+00:00,8.501,-0.75,-0.75,22317619.368976787
2025-01-18 17:45:00+00:00,9.228,-0.75,-0.75,22796231.59183678
2025-01-18 18:00:00+00:00,9.482,-0.75,-0.75,23921777.691102404
2025-01-18 18:15:00+00:00,9.537,-0.75,-0.75,27656977.412991345
2025-01-18 18:30:00+00:00,9.537,-0.75,-0.75,29686310.461929344
2025-01-18 18:45:00+00:00,9.573,-0.75,-0.75,34397077.639696606
2025-01-18 19:00:00+00:00,9.537,-0.75,-0.75,41357740.22643332
2025-01-18 19:15:00+00:00,9.41,-0.75,-0.75,44882167.720591806
2025-01-18 19:30:00+00:00,9.173,43.374933793875535,43.374933793912135,44478372.29820137
2025-01-18 19:45:00+00:00,9.083,762.9806993199701,762.980699319409,45545884.243318595
2025-01-18 20:00:00+00:00,8.901,1948.614569116404,1948.6145690883036,42125859.37792088
2025-01-18 20:15:00+00:00,8.683,2500.0,2500.0,48397516.72529281
2025-01-18 20:30:00+00:00,8.338,2500.0,2500.0,58492736.50603533
2025-01-18 20:45:00+00:00,7.992,2500.0,2500.0,54007173.28018507
2025-01-18 21:00:00+00:00,7.593,2500.0,2500.0,61982727.63184144
2025-01-18 21:15:00+00:00,7.266,2500.0,2500.0,62090980.54486618
2025-01-18 21:30:00+00:00,6.975,2500.0,2500.0,59944653.397006854
2025-01-18 21:45:00+00:00,6.775,2500.0,2500.0,42367228.78240936
2025-01-18 22:00:00+00:00,6.503,1609.5182909747673,1609.5182909839882,18649679.974675395
2025-01-18 22:15:00+00:00,6.176,333.68334850503174,333.6833485030683,24702154.597525395
2025-01-18 22:30:00+00:00,5.94,-0.75,-0.75,43805182.569084205
2025-01-18 22:45:00+00:00,5.758,-0.75,-0.75,53390585.95925049
2025-01-18 23:00:00+00:00,5.649,-0.75,-0.75,56225206.14141531
2025-01-18 23:15:00+00:00,5.467,-0.75,-0.75,53702609.694734
2025-01-18 23:30:00+00:00,5.414,-0.75,-0.75,51649292.209616706
2025-01-18 23:45:00+00:00,5.305,-0.75,-0.75,52182278.484156094
2025-01-19 00:00:00+00:00,5.159,-0.75,-0.75,51056922.06092869
2025-01-19 00:15:00+00:00,5.504,-0.75,-0.75,49057286.078690276
2025-01-19 00:30:00+00:00,5.486,-0.75,-0.75,48685857.444800355
2025-01-19 00:45:00+00:00,5.432,-0.75,-0.75,43565589.3907939
2025-01-19 01:00:00+00:00,5.377,-0.75,-0.75,38868063.171958625
2025-01-19 01:15:00+00:00,5.377,-0.75,-0.75,37590581.63395558
2025-01-19 01:30:00+00:00,5.377,76.75451628815526,76.75451629187597,34064481.975335784
2025-01-19 01:45:00+00:00,5.323,794.9283666662535,794.9283666673365,33800265.637101956
2025-01-19 02:00:00+00:00,5.323,1958.023913359832,1958.02391338112,43089955.48660964
2025-01-19 02:15:00+00:00,5.304,2500.0,2500.0,56097554.68530479
2025-01-19 02:30:00+00:00,5.268,2500.0,2500.0,62021266.35783872
2025-01-19 02:45:00+00:00,5.267,2500.0,2500.0,64154068.92768751
2025-01-19 03:00:00+00:00,5.286,2500.0,2500.0,64800000.0
2025-01-19 03:15:00+00:00,5.305,2500.0,2500.0,64800000.0
2025-01-19 03:30:00+00:00,5.25,2500.0,2500.0,64800000.0
2025-01-19 03:45:00+00:00,5.286,2500.0,2500.0,62057006.181947924
2025-01-19 04:00:00+00:00,5.286,1822.75287514814,1822.7528751486489,61046860.96052888
2025-01-19 04:15:00+00:00,5.286,476.6661250920303,476.66612508835897,56347410.50385136
2025-01-19 04:30:00+00:00,5.377,-0.75,-0.75,58856981.291745886
2025-01-19 04:45:00+00:00,5.432,-0.75,-0.75,58069521.010544606
2025-01-19 05:00:00+00:00,5.558,-0.75,-0.75,50355510.071106814
2025-01-19 05:15:00+00:00,5.758,-0.75,-0.75,21421367.924387682
2025-01-19 05:30:00+00:00,6.013,-0.75,-0.75,19279820.4397526
2025-01-19 05:45:00+00:00,6.503,-0.75,-0.75,27213631.353921033
2025-01-19 06:00:00+00:00,6.957,-0.75,-0.75,27215870.475431502
2025-01-19 06:15:00+00:00,7.52,-0.75,-0.75,52958015.67244926
2025-01-19 06:30:00+00:00,7.629,-0.75,-0.75,48526194.44542895
2025-01-19 06:45:00+00:00,7.157,-0.75,-0.75,37337905.38350644
2025-01-19 07:00:00+00:00,6.612,-0.75,-0.75,23911701.644305356
2025-01-19 07:15:00+00:00,6.685,-0.75,-0.75,14952938.067938767
2025-01-19 07:30:00+00:00,6.321,33.1193721493792,33.119372149814275,8777370.999186533
2025-01-19 07:45:00+00:00,5.413,833.8214006252242,833.8214006236802,8388108.336599548
2025-01-19 08:00:00+00:00,5.196,2092.995895665354,2092.9958956739383,14593612.89054687
2025-01-19 08:15:00+00:00,4.941,2500.0,2500.0,23251849.759185556
2025-01-19 08:30:00+00:00,4.887,2500.0,2500.0,33317304.35130819
2025-01-19 08:45:00+00:00,4.923,2500.0,2500.0,33440972.75473184
2025-01-19 09:00:00+00:00,4.778,2500.0,2500.0,34042607.48057979
2025-01-19 09:15:00+00:00,5.358,2500.0,2500.0,32535161.983694267
2025-01-19 09:30:00+00:00,5.685,2500.0,2500.0,28388997.906794295
2025-01-19 09:45:00+00:00,6.03,2500.0,2500.0,31752675.13584794
2025-01-19 10:00:00+00:00,6.321,1949.342622471162,1949.342622472048,28565199.54565557
2025-01-19 10:15:00+00:00,6.648,550.7878680817503,550.7878680785193,25829896.75827244
2025-01-19 10:30:00+00:00,6.594,-0.75,-0.75,15196650.655674597
2025-01-19 10:45:00+00:00,6.703,-0.75,-0.75,6222322.84005855
2025-01-19 11:00:00+00:00,6.757,-0.75,-0.75,11176943.746767985
2025-01-19 11:15:00+00:00,6.812,-0.75,-0.75,11496527.477996146
2025-01-19 11:30:00+00:00,8.192,-0.75,-0.75,23723357.077252753
2025-01-19 11:45:00+00:00,8.192,-0.75,-0.75,40029123.03018096
2025-01-19 12:00:00+00:00,8.429,-0.75,-0.75,28850945.89841301
2025-01-19 12:15:00+00:00,6.866,-0.75,-0.75,21370987.690402422
2025-01-19 12:30:00+00:00,8.411,-0.75,-0.75,16482749.661578575
2025-01-19 12:45:00+00:00,8.265,-0.75,-0.75,12539746.390059216
2025-01-19 13:00:00+00:00,8.12,-0.75,-0.75,12046285.633849435
2025-01-19 13:15:00+00:00,7.993,-0.75,-0.75,11669998.393348683
2025-01-19 13:30:00+00:00,7.684,69.60148455408422,69.60148455390117,11348863.873385925
2025-01-19 13:45:00+00:00,7.448,781.517586588613,781.5175865890253,10596456.279629901
2025-01-19 14:00:00+00:00,7.084,1916.1737312796483,1916.1737312472635,10552286.258722788
2025-01-19 14:15:00+00:00,6.921,2500.0,2500.0,11698303.185775734
2025-01-19 14:30:00+00:00,6.649,2500.0,2500.0,14669265.773247106
2025-01-19 14:45:00+00:00,5.432,2500.0,2500.0,11995295.382786
2025-01-19 15:00:00+00:00,5.141,2500.0,2500.0,10136996.200800586
2025-01-19 15:15:00+00:00,4.833,2500.0,2500.0,9875727.082332665
2025-01-19 15:30:00+00:00,4.633,2500.0,2500.0,9345074.422145253
2025-01-19 15:45:00+00:00,4.506,2500.0,2500.0,7634615.241645038
2025-01-19 16:00:00+00:00,4.58,1739.5974444826445,1739.5974444962103,5855625.631384896
2025-01-19 16:15:00+00:00,4.816,410.6021875781453,410.6021875826008,1846648.8957332599
2025-01-19 16:30:00+00:00,5.155,-0.75,-0.75,441587.51846993953
2025-01-19 16:45:00+00:00,5.958,-0.75,-0.75,218751.86815050925
2025-01-19 17:00:00+00:00,6.699,-0.75,-0.75,138712.20594832656
2025-01-19 17:15:00+00:00,7.175,-0.75,-0.75,748978.7124951197
2025-01-19 17:30:00+00:00,8.11,-0.75,-0.75,1933170.8474321654
2025-01-19 17:45:00+00:00,8.828,-0.75,-0.75,2489219.3558620997
2025-01-19 18:00:00+00:00,9.152,-0.75,-0.75,3291831.5019126534
2025-01-19 18:15:00+00:00,9.267,-0.75,-0.75,4661847.327758184
2025-01-19 18:30:00+00:00,9.367,-0.75,-0.75,5177545.000635107
2025-01-19 18:45:00+00:00,9.362,-0.75,-0.75,6120495.046725938
2025-01-19 19:00:00+00:00,9.295,-0.75,-0.75,7510755.460314504
2025-01-19 19:15:00+00:00,9.137,-0.75,-0.75,7542064.8858795175
2025-01-19 19:30:00+00:00,9.028,92.848703056366,92.84870305646194,7276891.658111312
2025-01-19 19:45:00+00:00,8.843,790.2396982848132,790.2396982836053,10313523.182103554
2025-01-19 20:00:00+00:00,8.683,1874.0403502361448,1874.0403502403203,11568538.199906135
2025-01-19 20:15:00+00:00,8.501,2500.0,2500.0,10852443.36786803
2025-01-19 20:30:00+00:00,8.21,2500.0,2500.0,13099806.657862047
2025-01-19 20:45:00+00:00,8.009,2500.0,2500.0,24579304.33465365
2025-01-19 21:00:00+00:00,7.791,2500.0,2500.0,22801915.515671015
2025-01-19 21:15:00+00:00,7.508,2500.0,2500.0,16665690.194985747
2025-01-19 21:30:00+00:00,7.169,2135.347270398493,2135.3472704401306,8888829.492151458
2025-01-19 21:45:00+00:00,6.903,1435.7178769516229,1435.717876949341,5012876.272886978
2025-01-19 22:00:00+00:00,6.572,723.0784361956528,723.0784361975292,3260856.9876846746
2025-01-19 22:15:00+00:00,6.358,164.92088436550807,164.92088436709912,5148623.01445838
2025-01-19 22:30:00+00:00,6.139,-0.75,-0.75,7876976.222913549
2025-01-19 22:45:00+00:00,5.953,-0.75,-0.75,10544937.34709873
2025-01-19 23:00:00+00:00,5.74,-0.75,-0.75,10398265.319268502
2025-01-19 23:15:00+00:00,5.595,-0.75,-0.75,9907572.36603693
2025-01-19 23:30:00+00:00,5.485,-0.75,-0.75,10618043.707525585
2025-01-19 23:45:00+00:00,5.332,-0.75,-0.75,10081420.056643624
2025-01-20 00:00:00+00:00,5.177,-0.75,-0.75,10081649.710131872
2025-01-20 00:15:00+00:00,5.179,-0.75,-0.75,9516472.475543927
2025-01-20 00:30:00+00:00,5.141,-0.75,-0.75,8978317.801406957
2025-01-20 00:45:00+00:00,5.115,-0.75,-0.75,8236001.176214036
2025-01-20 01:00:00+00:00,5.068,-0.75,-0.75,7374724.044106623
2025-01-20 01:15:00+00:00,5.039,-0.75,-0.75,6527149.570131582
2025-01-20 01:30:00+00:00,4.996,48.03674830066036,48.03674830008732,5975885.115842313
2025-01-20 01:45:00+00:00,5.014,294.4287075335121,294.42870753368817,4806457.258641809
2025-01-20 02:00:00+00:00,4.948,562.4926173566641,562.4926173600936,4285674.914001556
2025-01-20 02:15:00+00:00,4.899,560.2183321994081,560.2183321995964,7066375.960547062
2025-01-20 02:30:00+00:00,4.905,1060.3716413751054,1060.3716413746397,11985929.826468239
2025-01-20 02:45:00+00:00,4.899,1093.6041064038818,1093.6041064032895,10782245.951625695
2025-01-20 03:00:00+00:00,4.913,1279.3645377397786,1279.3645377389023,8988728.759541046
2025-01-20 03:15:00+00:00,4.915,847.4104286083045,847.4104286076704,9961770.589264378
2025-01-20 03:30:00+00:00,4.909,540.8235474776055,540.8235474771553,10581911.55870728
2025-01-20 03:45:00+00:00,4.95,223.29219375107857,223.29219374763903,8868007.575883284
